address,city,country,keys,latitude,longitude,name,postalcode,province
14086 Northdale Blvd,Rogers,US,us/mn/rogers/14086northdaleblvd/696490760,45.209957,-93.555756,HARDEES,55374,MN
2914 Broadway St,Quincy,US,us/il/quincy/2914broadwayst/696490760,39.935239,-91.369321,HARDEES,62301,IL
13151 N Hickory St,Loxley,US,us/al/loxley/13151nhickoryst/696490760,30.6194,-87.7527,HARDEES,36551,AL
76 E Midland Trl,Lexington,US,us/va/lexington/76emidlandtrl/696490760,37.7758,-79.4327,HARDEES,24450,VA
7404 Williamson Rd,Roanoke,US,us/va/roanoke/7404williamsonrd/696490760,37.347913,-79.952718,HARDEES,24019,VA
3050 Maple Ave,Zanesville,US,"us/oh/zanesville/3050mapleave/-1568148077,us/oh/zanesville/3050mapleave/-1568148077",39.97795,-82.0156,RALLYS,43701-1409,OH
201 N Rock St,Sheridan,US,us/ar/sheridan/201nrockst/696490760,34.307783,-92.399139,HARDEES,72150,AR
10830 John Wayne Dr,Greencastle,US,us/pa/greencastle/10830johnwaynedr/-891525969,39.7854,-77.7121,SUBWAY,17225,PA
2101 Cherry Lane,Bethlehem,US,us/pa/bethlehem/2101cherrylane/1082608893,40.59362,-75.33895,WAFFLE HOUSE,18015,PA
1301 W Bakerview Rd,Bellingham,US,us/wa/bellingham/1301wbakerviewrd/-448666054,48.78941,-122.51306,FIVE GUYS,98226,WA
6297 Roswell Rd,Atlanta,US,us/ga/atlanta/6297roswellrd/-448666054,33.9263,-84.379,FIVE GUYS,30328,GA
1680 Seminole Trl,Charlottesville,US,us/va/charlottesville/1680seminoletrl/696490760,38.08388,-78.47283,HARDEES,22901,VA
3975 Baldwin Rd,Auburn Hills,US,us/mi/auburnhills/3975baldwinrd/-448666054,42.7002,-83.3076,FIVE GUYS,48326,MI
72358 Baker Blvd,Baker,US,us/ca/baker/72358bakerblvd/-230519289,35.269529,-116.069525,JACK IN THE BOX,92309,CA
3205 Clark Butler Blvd,Gainesville,US,us/fl/gainesville/3205clarkbutlerblvd/-1947870258,29.624502,-82.382645,JIMMY JOHNS,32608,FL
241 N Central Ave,Staunton,US,us/va/staunton/241ncentralave/696490760,38.152613,-79.074134,HARDEES,24401,VA
2221 S Cooper St,Arlington,US,us/tx/arlington/2221scooperst/1082608893,32.7067,-97.1167,WAFFLE HOUSE,76013,TX
3417 Wrightsboro Rd,Augusta,US,us/ga/augusta/3417wrightsborord/1082608893,33.468052,-82.076714,WAFFLE HOUSE,30909,GA
2402 E 38th St,Indianapolis,US,us/in/indianapolis/2402e38thst/-624847056,39.82561,-86.12149,POPEYES CHICKEN,46218,IN
1502 W Main St,Jacksonville,US,us/ar/jacksonville/1502wmainst/-624847056,34.86721,-92.12542,POPEYES CHICKEN,72076,AR
830 Eastgate South Dr,Cincinnati,US,us/oh/cincinnati/830eastgatesouthdr/-448666054,39.0948,-84.2657,FIVE GUYS,45245,OH
201 Rocherty Rd,Lebanon,US,us/pa/lebanon/201rochertyrd/-448666054,40.3046,-76.4238,FIVE GUYS,17042,PA
5413 Whittlesey Blvd,Columbus,US,us/ga/columbus/5413whittleseyblvd/-448666054,32.54208,-84.94917,FIVE GUYS,31909,GA
200 W Ridge Pike,Conshohocken,US,us/pa/conshohocken/200wridgepike/-448666054,40.09611,-75.28765,FIVE GUYS,19428,PA
2032 Town Center Blvd,Knoxville,US,us/tn/knoxville/2032towncenterblvd/-448666054,35.859505,-84.07669,FIVE GUYS,37922,TN
1143 Brown St,Dayton,US,us/oh/dayton/1143brownst/-448666054,39.7422,-84.1825,FIVE GUYS,45409,OH
10922 Parkside Dr,Knoxville,US,us/tn/knoxville/10922parksidedr/-448666054,35.9008,-84.156,FIVE GUYS,37923,TN
1503 State Highway 99,Gridley,US,us/ca/gridley/1503statehighway99/-864103396,39.35944,-121.6884,TACO BELL,95948,CA
11423 Highway 49,Gulfport,US,us/al/gulfport/11423highway49/-864103396,30.453644,-89.1003,TACO BELL,39503,AL
730 N Carol Malone Blvd,Grayson,US,us/ky/grayson/730ncarolmaloneblvd/-864103396,38.34039,-82.94291,TACO BELL,41143,KY
4 N Broadview St,Greenbrier,US,us/ar/greenbrier/4nbroadviewst/-864103396,35.23434,-92.38776,TACO BELL,72058,AR
Rt 220 So Box 934,Keyser,US,us/wv/keyser/rt220sobox934/-66712705,38.999409,-79.126589,PIZZA HUT,26726,WV
1228 Park Ave,Meadville,US,us/pa/meadville/1228parkave/-864103396,41.6303,-80.15598,TACO BELL,16335,PA
860 N 8th St,Medford,US,us/wi/medford/860n8thst/-864103396,45.15054,-90.33366,TACO BELL,54451,WI
826 S 3rd St,Memphis,US,us/tn/memphis/826s3rdst/-864103396,35.1249,-90.05492,TACO BELL,38106,TN
1401 Broadway St N,Menomonie,US,us/wi/menomonie/1401broadwaystn/-864103396,44.89879,-91.93246,TACO BELL,54751,WI
405 N Ross Ave,Mexia,US,us/tx/mexia/405nrossave/-864103396,31.683672,-96.473933,TACO BELL,76667,TX
607 W Monroe St,Mexico,US,us/mo/mexico/607wmonroest/-864103396,39.173068,-91.891052,TACO BELL,65265,MO
279 Saint Clair Sq,Fairview Heights,US,us/il/fairviewheights/279saintclairsq/-1191797674,38.597131,-89.983665,PANDA EXPRESS,62208,IL
702 Plaza Dr,Chesterton,US,us/in/chesterton/702plazadr/-864103396,41.617601,-87.043461,TACO BELL,46304,IN
1782 S 4th St,Chickasha,US,us/ok/chickasha/1782s4thst/-864103396,35.03213,-97.93535,TACO BELL,73018,OK
604 N 4th St,Chillicothe,US,us/il/chillicothe/604n4thst/-864103396,40.913874,-89.489732,TACO BELL,61523,IL
4236 Holland Rd,Virginia Beach,US,us/va/virginiabeach/4236hollandrd/-864103396,36.81939,-76.11919,TACO BELL,23452,VA
9247 Middlebelt Rd,Romulus,US,"us/mi/romulus/9247middlebeltrd/-1568148077,us/mi/romulus/9247middlebeltrd/-1568148077",42.23829,-83.32703,RALLYS,48174-2510,MI
1515 N Valley Mills Dr,Waco,US,us/tx/waco/1515nvalleymillsdr/-864103396,31.532,-97.19404,TACO BELL,76710,TX
1295 Columbus Ave,Washington Court House,US,us/oh/washingtoncourthouse/1295columbusave/-864103396,39.546232,-83.427235,TACO BELL,43160,OH
973 Wolcott St,Waterbury,US,us/ct/waterbury/973wolcottst/-864103396,41.56768,-73.00726,TACO BELL,6705,CT
276 Chase Ave,Waterbury,US,us/ct/waterbury/276chaseave/-864103396,41.581094,-73.033804,TACO BELL,6704,CT
411 Lexington Rd,Versailles,US,us/ky/versailles/411lexingtonrd/-864103396,38.051992,-84.71942,TACO BELL,40383,KY
6430 Glenway Ave,Cincinnati,US,us/oh/cincinnati/6430glenwayave/-864103396,39.149921,-84.627597,TACO BELL,45211,OH
9067 Fields Ertel Rd,Cincinnati,US,us/oh/cincinnati/9067fieldsertelrd/-864103396,39.292092,-84.310686,TACO BELL,45249,OH
1201 W Will Rogers Blvd,Claremore,US,us/ok/claremore/1201wwillrogersblvd/-864103396,36.31573,-95.62399,TACO BELL,74017,OK
606 N Davis Ave,Cleveland,US,us/ms/cleveland/606ndavisave/-864103396,33.758511,-90.715733,TACO BELL,38732,MS
716 Parker St,Monteagle,US,us/tn/monteagle/716parkerst/696490760,35.238253,-85.849644,HARDEES,37356-2117,TN
1504 US Highway 68,Maysville,US,us/ky/maysville/1504ushighway68/696490760,38.6413,-83.8192,HARDEES,41056,KY
358 E Dupont Hwy Unit 10,Millsboro,US,us/de/millsboro/358eduponthwyunit10/696490760,38.57831,-75.28907,HARDEES,19966-4737,DE
611 Highgrove Place,Rockford,US,us/il/rockford/611highgroveplace/-448666054,42.26515,-88.981544,FIVE GUYS,61108,IL
235 W Quinn Rd,Pocatello,US,"us/id/pocatello/235wquinnrd/-448666054,us/id/pocatello/235wquinnrd/-448666054",42.90543,-112.45261,FIVE GUYS,83201-4959,ID
538 E Robinson Ave,Springdale,US,us/ar/springdale/538erobinsonave/-624847056,36.16764,-94.12654,POPEYES CHICKEN,72764,AR
47A Rehoboth Ave,Rehoboth Beach,US,us/de/rehobothbeach/47arehobothave/-448666054,38.7168,-75.07784,FIVE GUYS,19971,DE
3151 Route 9 South,Rio Grande,US,us/nj/riogrande/3151route9south/-448666054,39.02203,-74.8709,FIVE GUYS,8242,NJ
501 W California Ave,Ruston,US,us/la/ruston/501wcaliforniaave/-624847056,32.52363,-92.64451,POPEYES CHICKEN,71270,LA
205 Paul Bunyan Dr NW,Bemidji,US,"us/mn/bemidji/205paulbunyandrnw/696490760,us/mn/bemidji/205paulbunyandrnw/696490760",47.49097,-94.88155,HARDEES,56601-2433,MN
211 N Main St,Bluffton,US,us/in/bluffton/211nmainst/696490760,40.741466,-85.171419,HARDEES,46714,IN
435 W 4th St,Quarryville,US,us/pa/quarryville/435w4thst/-2044346184,39.89534,-76.17442,SUBWAY,17566-9116,PA
79 Winthrop Ave,Lawrence,US,us/ma/lawrence/79winthropave/-864103396,42.689294,-71.14899,TACO BELL,1843,MA
5226 Franklin St,Michigan City,US,us/in/michigancity/5226franklinst/-448666054,41.6729,-86.8939,FIVE GUYS,46360,IN
84 Dixon Springs Hwy,Carthage,US,us/tn/carthage/84dixonspringshwy/696490760,36.269473,-85.969155,HARDEES,37030,TN
1802 S 5th St,Leesville,US,us/la/leesville/1802s5thst/-864103396,31.12497,-93.26792,TACO BELL,71446,LA
49 E Midland Trl,Lexington,US,us/va/lexington/49emidlandtrl/-864103396,37.776582,-79.433171,TACO BELL,24450,VA
33 N Derr Dr,Lewisburg,US,us/pa/lewisburg/33nderrdr/-864103396,40.96129,-76.89256,TACO BELL,17837,PA
404 Colman St,New London,US,us/ct/newlondon/404colmanst/-864103396,41.36004,-72.11642,TACO BELL,6320,CT
301 Highway 367 N,Newport,US,us/ar/newport/301highway367n/-864103396,35.608178,-91.252258,TACO BELL,72112,AR
1300 W 18th St S,Newton,US,us/ia/newton/1300w18thsts/-864103396,41.6873,-93.07621,TACO BELL,50208,IA
704 S Main St,Salem,US,us/mo/salem/704smainst/-864103396,37.63851,-91.53536,TACO BELL,65560,MO
45 Farrell Rd,Rutland,US,us/vt/rutland/45farrellrd/-864103396,43.58408,-72.96861,TACO BELL,5701,VT
504 S Main St,Salem,US,us/in/salem/504smainst/-864103396,38.60033,-86.10018,TACO BELL,47167,IN
2087 Snelling Ave N,Saint Paul,US,us/mn/saintpaul/2087snellingaven/106088,45.0042,-93.1667,KFC,55113,MN
3350 W Roosevelt Rd,Chicago,US,us/il/chicago/3350wrooseveltrd/-864103396,41.866758,-87.710321,TACO BELL,60624,IL
4522 26th Ave S,Fargo,US,us/nd/fargo/452226thaves/-1009719089,46.83973,-96.86286,TACO JOHNS,58104,ND
4040 Capital Blvd,Raleigh,US,us/nc/raleigh/4040capitalblvd/106088,35.8362,-78.581,KFC,27604,NC
5990 S Flamingo Rd,Fort Lauderdale,US,us/fl/fortlauderdale/5990sflamingord/106088,26.045,-80.3123,KFC,33330,FL
102 1st Ave,New York,US,us/ny/newyork/1021stave/-1161002137,40.72647,-73.98591,MCDONALDS,10009,NY
19230 Woodfield Rd,Gaithersburg,US,us/md/gaithersburg/19230woodfieldrd/-1161002137,39.17209,-77.1533,MCDONALDS,20879,MD
307 W Van Matre Ave,Eglin Afb,US,us/fl/eglinafb/307wvanmatreave/-2061630068,30.4834,-86.5091,BURGER KING,32542,FL
238 N. Tyndall Parkway,Panama City,US,us/fl/panamacity/238ntyndallparkway/1780593795,30.1506,-85.5907,SONIC DRIVE-IN,32404,FL
8825 S 180th St,Kent,US,us/wa/kent/8825s180thst/-1322134216,47.4407,-122.22222,BAJA FRESH,98032-1030,WA
2207 Bel Pre Rd,Silver Spring,US,us/md/silverspring/2207belprerd/-1161002137,39.0909,-77.0471,MCDONALDS,20906,MD
5290 Randolph Rd,Rockville,US,us/md/rockville/5290randolphrd/-230200247,39.05349,-77.10454,BOSTON MARKET,20852,MD
24043 Sussex Hwy,Seaford,US,us/de/seaford/24043sussexhwy/93075755,38.652297,-75.59365,ARBYS,19973,DE
38215 DuPont Blvd,Selbyville,US,us/de/selbyville/38215dupontblvd/-1161002137,38.45947,-75.23287,MCDONALDS,19975,DE
24943 John J Williams Hwy,Millsboro,US,us/de/millsboro/24943johnjwilliamshwy/-1161002137,38.63372,-75.19405,MCDONALDS,19966,DE
19010 Coastal Hwy,Rehoboth Beach,US,us/de/rehobothbeach/19010coastalhwy/-864103396,38.72909,-75.13136,TACO BELL,19971,DE
9 S Dupont Hwy,Selbyville,US,us/de/selbyville/9sduponthwy/93075755,38.455046,-75.233924,ARBYS,19975,DE
6928 South Dupont Hwy,Woodside,US,us/de/woodside/6928southduponthwy/93075755,39.070746,-75.554285,ARBYS,19980,DE
1000 Midway Dr Ste 1,Harrington,US,us/de/harrington/1000midwaydrste1/-1055723171,38.9257,-75.56498,DOMINOS PIZZA,19952,DE
261 N DuPont Hwy Ste 4,Dover,US,us/de/dover/261nduponthwyste4/-1055723171,39.17019,-75.51793,DOMINOS PIZZA,19901,DE
374 Walmart Dr Ste 5,Camden Wyoming,US,us/de/camdenwyoming/374walmartdrste5/-1055723171,39.10046,-75.54637,DOMINOS PIZZA,19934,DE
30 S Chapel St,Newark,US,us/de/newark/30schapelst/-2061630068,39.68268,-75.74493,BURGER KING,19711,DE
28370 Trails Edge Blvd,Bonita Springs,US,us/fl/bonitasprings/28370trailsedgeblvd/-864103396,26.3243,-81.8064,TACO BELL,34134,FL
9420 Daniels Pkwy,Fort Myers,US,us/fl/fortmyers/9420danielspkwy/1082608893,26.547153,-81.80055,WAFFLE HOUSE,33912,FL
5067 J Turner Butler Blvd,Jacksonville,US,us/fl/jacksonville/5067jturnerbutlerblvd/1082608893,30.2456,-81.599,WAFFLE HOUSE,32216,FL
2500 N Wickham Rd,Melbourne,US,us/fl/melbourne/2500nwickhamrd/-2061630068,28.1476,-80.6719,BURGER KING,32935,FL
2026 W Pensacola St,Tallahassee,US,us/fl/tallahassee/2026wpensacolast/-1161002137,30.44104,-84.31994,MCDONALDS,32304,FL
1545 NW Saint Lucie West Blvd,Port Saint Lucie,US,us/fl/portsaintlucie/1545nwsaintluciewestblvd/-2061630068,27.3123,-80.3929,BURGER KING,34986,FL
11141 N Tamiami Trail,Naples,US,us/fl/naples/11141ntamiamitrail/-1161002137,26.2732,-81.8022,MCDONALDS,34110,FL
4938 New Jesup Hwy,Brunswick,US,us/ga/brunswick/4938newjesuphwy/-791445730,31.217,-81.5178,WENDYS,31520,GA
1605 North Slappey Blvd,Albany,US,us/ga/albany/1605northslappeyblvd/-442344130,31.598988,-84.176389,KRYSTAL,31701,GA
4727 Altama Avenue,Brunswick,US,us/ga/brunswick/4727altamaavenue/1780593795,31.1979,-81.4856,SONIC DRIVE-IN,31520,GA
1960 Barnett Shoals Rd,Athens,US,us/ga/athens/1960barnettshoalsrd/-2061630068,33.92417,-83.34074,BURGER KING,30605,GA
1085 Prince Avenue,Athens,US,us/ga/athens/1085princeavenue/-442344130,33.961899,-83.395299,KRYSTAL,30606,GA
1821 Glynn Ave Hwy 17,Brunswick,US,us/ga/brunswick/1821glynnavehwy17/-1161002137,31.1575,-81.4797,MCDONALDS,31520,GA
817 Rosedale Shopping Center,Saint Paul,US,us/mn/saintpaul/817rosedaleshoppingcenter/-1631107135,45.01307,-93.16981,PANERA BREAD,55113,MN
10003 Abercorn Street,Savannah,US,us/ga/savannah/10003abercornstreet/-442344130,31.9915,-81.1308,KRYSTAL,31406,GA
2383 Whitesville Road,Lagrange,US,us/ga/lagrange/2383whitesvilleroad/93075755,32.9914,-85.0291,ARBYS,30240,GA
114 Commerce Avenue,Lagrange,US,us/ga/lagrange/114commerceavenue/-442344130,33.048956,-85.026821,KRYSTAL,30240,GA
2114 Shorter Ave NW,Rome,US,us/ga/rome/2114shorteravenw/-2061630068,34.27156,-85.22555,BURGER KING,30165,GA
3046 Bankhead Hwy,Austell,US,us/ga/austell/3046bankheadhwy/-1055723171,33.80496,-84.63687,DOMINOS PIZZA,30168,GA
810 Archway Drive,Statesboro,US,us/ga/statesboro/810archwaydrive/-1161002137,32.412,-81.767,MCDONALDS,30458,GA
18400 W Warren Ave,Detroit,US,us/mi/detroit/18400wwarrenave/-864103396,42.343338,-83.21957,TACO BELL,48228,MI
799 N Lake St,Pasadena,US,us/ca/pasadena/799nlakest/-1161002137,34.1597,-118.1329,MCDONALDS,91104,CA
1515 S Bradley Rd,Santa Maria,US,us/ca/santamaria/1515sbradleyrd/-864103396,34.934063,-120.418775,TACO BELL,93454,CA
7750 Okeechobee Blvd,West Palm Beach,US,us/fl/westpalmbeach/7750okeechobeeblvd/-1947870258,26.7072,-80.165,JIMMY JOHNS,33411,FL
4506 W Overland Rd,Boise,US,us/id/boise/4506woverlandrd/-66712705,43.58986,-116.2377,PIZZA HUT,83705,ID
680 W Washington St #6,Sequim,US,us/wa/sequim/680wwashingtonst#6/-2061630068,48.08005,-123.11811,BURGER KING,98382,WA
US Highway 58 221,Hillsville,US,us/va/hillsville/ushighway58221/-2061630068,36.7508,-80.7494,BURGER KING,24343,VA
26 Railroad St,Saint Johnsbury,US,us/vt/saintjohnsbury/26railroadst/-891525969,44.412902,-72.01748,SUBWAY,5819,VT
4006 S McColl Rd,Edinburg,US,us/tx/edinburg/4006smccollrd/-2061630068,26.2668,-98.201,BURGER KING,78539,TX
10901 Midlothian Tpk,Richmond,US,us/va/richmond/10901midlothiantpk/93075755,37.506074,-77.598438,ARBYS,23235,VA
1603 Landmark Drive,Cottage Grove,US,us/wi/cottagegrove/1603landmarkdrive/93075755,43.105511,-89.198685,ARBYS,53527,WI
1080 Grand Ave,Farmington,US,us/ut/farmington/1080grandave/-1161002137,40.98847,-111.91037,MCDONALDS,84025,UT
534 N Harrisville Rd,Ogden,US,us/ut/ogden/534nharrisvillerd/-1161002137,41.26871,-111.97551,MCDONALDS,84404,UT
195 W 500 S,Bountiful,US,us/ut/bountiful/195w500s/554191587,40.88431,-111.885435,CARLS JR,84010,UT
2207 Moody Parkway,Moody,US,us/al/moody/2207moodyparkway/1241037051,33.573758,-86.518429,BOJANGLES FAMOUS CHICKEN N BISCUITS,35004,AL
505 N Jp Wright Loop Rd,Jacksonville,US,us/ar/jacksonville/505njpwrightlooprd/-891525969,34.88394,-92.10688,SUBWAY,72076,AR
1360 E Yosemite Ave,Manteca,US,us/ca/manteca/1360eyosemiteave/-1161002137,37.79709,-121.19426,MCDONALDS,95336,CA
18988 Sonoma Hwy,Sonoma,US,us/ca/sonoma/18988sonomahwy/-1161002137,38.3031,-122.477,MCDONALDS,95476,CA
1520 S Stephenson Ave,Iron Mountain,US,us/mi/ironmountain/1520sstephensonave/-864103396,45.80899,-88.05204,TACO BELL,49801,MI
800 S Stephenson Ave,Iron Mountain,US,us/mi/ironmountain/800sstephensonave/-791445730,45.8156,-88.0643,WENDYS,49801,MI
561 W Main Ave,Taylorsville,US,us/nc/taylorsville/561wmainave/-1161002137,35.92153,-81.18525,MCDONALDS,28681,NC
901 E Innes Street,Salisbury,US,us/nc/salisbury/901einnesstreet/1241037051,35.6595,-80.462,BOJANGLES FAMOUS CHICKEN N BISCUITS,28144,NC
700 Forest Gate Center,Pisgah Forest,US,us/nc/pisgahforest/700forestgatecenter/-864103396,35.2759,-82.7022,TACO BELL,28768,NC
1304 E Broad Ave Tri City,Rockingham,US,us/nc/rockingham/1304ebroadavetricity/-1161002137,34.9208,-79.7492,MCDONALDS,28379,NC
601 Jake Alexander Blvd,Salisbury,US,us/nc/salisbury/601jakealexanderblvd/-1161002137,35.6628,-80.5006,MCDONALDS,28144,NC
2100 W Nash St,Wilson,US,us/nc/wilson/2100wnashst/-1161002137,35.7532,-77.9303,MCDONALDS,27893,NC
1500 Cotton Grove Road,Lexington,US,us/nc/lexington/1500cottongroveroad/93075755,35.7834,-80.2596,ARBYS,27292,NC
201 Walmart Cir,Booneville,US,us/ms/booneville/201walmartcir/-1055723171,34.67648,-88.5618,DOMINOS PIZZA,38829,MS
721 1st Ave S,Jamestown,US,us/nd/jamestown/7211staves/659024989,46.90149,-98.70773,QUIZNOS,58401,ND
2106 Rockford St,Mount Airy,US,us/nc/mountairy/2106rockfordst/-2061630068,36.4786,-80.61704,BURGER KING,27030,NC
3100 S Broadway,Minot,US,us/nd/minot/3100sbroadway/106088,48.2019,-101.2968,KFC,58701,ND
350 S Kirkwood Rd,Saint Louis,US,us/mo/saintlouis/350skirkwoodrd/-1161002137,38.577081,-90.406467,MCDONALDS,63122,MO
6883 Parker Rd,Florissant,US,us/mo/florissant/6883parkerrd/-1161002137,38.79599,-90.23186,MCDONALDS,63033,MO
479 Foundry St,North Easton,US,us/ma/northeaston/479foundryst/-2061630068,42.0233,-71.1193,BURGER KING,2356,MA
11820 Fountains Way,Osseo,US,us/mn/osseo/11820fountainsway/-345832572,45.0943,-93.4293,CHICK-FIL-A,55369,MN
5358 W Broadway Ave,Minneapolis,US,us/mn/minneapolis/5358wbroadwayave/-2061630068,45.050488,-93.36073,BURGER KING,55428,MN
1029 High Point St,Randleman,US,us/nc/randleman/1029highpointst/-791445730,35.8219,-79.8244,WENDYS,27317,NC
838 S Van Buren Rd,Eden,US,us/nc/eden/838svanburenrd/93075755,36.48366,-79.73851,ARBYS,27288,NC
913 Moye Blvd,Greenville,US,us/nc/greenville/913moyeblvd/696490760,35.6023,-77.398,HARDEES,27834,NC
102 4th St S,Wahpeton,US,us/nd/wahpeton/1024thsts/-1055723171,46.2636,-96.60527,DOMINOS PIZZA,58075,ND
5321 S La Grange Rd,La Grange,US,us/il/lagrange/5321slagrangerd/-1947870258,41.793075,-87.868794,JIMMY JOHNS,60525,IL
51 North Green Rd,Fairhope,US,us/al/fairhope/51northgreenrd/93075755,30.524323,-87.886803,ARBYS,36532,AL
6405 S Virginia St,Reno,US,us/nv/reno/6405svirginiast/-891525969,39.466673,-119.786199,SUBWAY,89511,NV
8200 Parkway Dr,La Mesa,US,us/ca/lamesa/8200parkwaydr/-345832572,32.7765,-117.0203,CHICK-FIL-A,91942,CA
1625 County Road 210 W,Saint Johns,US,us/fl/saintjohns/1625countyroad210w/-1161002137,30.06602,-81.49424,MCDONALDS,32259,FL
1300 N Miller St,Wenatchee,US,us/wa/wenatchee/1300nmillerst/-864103396,47.440375,-120.324854,TACO BELL,98801,WA
20195 Mack Ave,Grosse Pointe,US,us/mi/grossepointe/20195mackave/-230200247,42.435377,-82.908547,BOSTON MARKET,48236,MI
200 N Wilson Rd,Columbus,US,us/oh/columbus/200nwilsonrd/-864103396,39.958945,-83.092816,TACO BELL,43204,OH
6776 Goshen Rd,Goshen,US,us/oh/goshen/6776goshenrd/-1161002137,39.230265,-84.157713,MCDONALDS,45122,OH
3903 Winston Ave,Latonia,US,us/ky/latonia/3903winstonave/-1161002137,39.04573,-84.5048,MCDONALDS,41015,KY
5010 Delhi Ave,Cincinnati,US,us/oh/cincinnati/5010delhiave/-1161002137,39.095765,-84.609175,MCDONALDS,45238,OH
5225 Madison Rd,Cincinnati,US,us/oh/cincinnati/5225madisonrd/-938337463,39.16097,-84.40454,RALLYS,45227,OH
410 Mt Zion Road,Florence,US,us/ky/florence/410mtzionroad/-864103396,38.956768,-84.629193,TACO BELL,41042,KY
9430 Fields Ertel Rd,Cincinnati,US,us/oh/cincinnati/9430fieldsertelrd/-230200247,39.29121,-84.30123,BOSTON MARKET,45249,OH
1742 N Wenatchee Ave,Wenatchee,US,us/wa/wenatchee/1742nwenatcheeave/1780593795,47.44905,-120.33216,SONIC DRIVE-IN,98801,WA
425 S Sunrise Way,Palm Springs,US,us/ca/palmsprings/425ssunriseway/554191587,33.817629,-116.5288,CARLS JR,92262,CA
304 E National Ave,Brazil,US,us/in/brazil/304enationalave/1796388168,39.524512,-87.12269923,HARDEES / RED BURRITO,47834,IN
1992 Wentzville Pkwy,Wentzville,US,us/mo/wentzville/1992wentzvillepkwy/-230519289,38.821684,-90.850965,JACK IN THE BOX,63385,MO
4385 Winston Ave,Latonia,US,us/ky/latonia/4385winstonave/-791445730,39.039823,-84.507939,WENDYS,41015,KY
5013 Delhi Pike,Cincinnati,US,us/oh/cincinnati/5013delhipike/93075755,39.0948,-84.6097,ARBYS,45238,OH
5301 Delhi Ave,Cincinnati,US,us/oh/cincinnati/5301delhiave/-477036959,39.0934,-84.6185,WHITE CASTLE,45238,OH
912 State Road 229,Batesville,US,us/in/batesville/912stateroad229/-864103396,39.30632,-85.21697,TACO BELL,47006,IN
1109 N Main St,Crown Point,US,us/in/crownpoint/1109nmainst/93075755,41.428707,-87.36494,ARBYS,46307,IN
482 Orphanage Rd,Ft Mitchell,US,us/ky/ftmitchell/482orphanagerd/-477036959,39.0325,-84.5371,WHITE CASTLE,41017,KY
6707 Alexandria Pike,Alexandria,US,us/ky/alexandria/6707alexandriapike/-1161002137,38.985426,-84.402603,MCDONALDS,41001,KY
Terminal 3 4th Floor,Hebron,US,us/ky/hebron/terminal34thfloor/-345832572,39.05544,-84.65603,CHICK-FIL-A,41048,KY
2095 Litton Ln,Hebron,US,us/ky/hebron/2095littonln/1780593795,39.0778,-84.70818,SONIC DRIVE-IN,41048,KY
1450 Saint Johns Ln,Newport,US,us/ky/newport/1450saintjohnsln/-1161002137,39.01056,-84.46939,MCDONALDS,41076,KY
2111 N Bend Rd,Hebron,US,us/ky/hebron/2111nbendrd/-1947870258,39.08559,-84.71157,JIMMY JOHNS,41048,KY
2911 Dixie Highway,Ft Mitchell,US,us/ky/ftmitchell/2911dixiehighway/-1631107135,39.0258,-84.5806,PANERA BREAD,41017,KY
32925 Michigan Ave,Wayne,US,us/mi/wayne/32925michiganave/-477036959,42.283035,-83.363568,WHITE CASTLE,48184,MI
2083 Lascassas Pike,Murfreesboro,US,us/tn/murfreesboro/2083lascassaspike/1780593795,35.87469,-86.35361,SONIC DRIVE-IN,37130,TN
700 West Pacific Coast Hwy,Newport Beach,US,us/ca/newportbeach/700westpacificcoasthwy/-1161002137,33.6163,-117.9105,MCDONALDS,92660,CA
112 French Ave,Sanford,US,us/fl/sanford/112frenchave/-1161002137,28.8111,-81.2736,MCDONALDS,32771,FL
1445 W Sunrise Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/1445wsunriseblvd/-2061630068,26.13665,-80.161384,BURGER KING,33311,FL
